id,date,tweet
id,date,tweet
id,date,tweet
id,date,tweet
1354627909617594369,2021-01-28 03:10:36+00:00,"@jrncarlock Right.. gotta remove ""$"" from the strip regex. Here's $GME $AMC $NOK $BB and $TSLA ngram volume on Twitter since 2020-01-01 https://t.co/2xHeCw5G76 https://t.co/XOecG5GaCe"
